customerid,count,country,state,city,zip_code,lat_long,latitude,longitude,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,churn_probability,predicted_churn,risk_category,cluster,segment_name,pca_1,pca_2,strategic_group
7783-YKGDV,1,United States,California,March Air Reserve Base,92518,"33.888323, -117.277533",33.888323,-117.277533,Female,No,No,No,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.7,1238.45,Yes,1,76,2538,Lack of affordable download/upload speed,0.53311571732231,1,Medium,2,New High-Risk,-2.150455300857227,0.1119310530770972,Standard
2189-WWOEW,1,United States,California,Keene,93531,"35.214982, -118.59049",35.214982,-118.59049,Female,No,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.9,1269.55,Yes,1,96,3579,Don't know,0.5330858928170417,1,Medium,2,New High-Risk,-1.7978651046543146,-1.8630699859604796,Standard
1271-SJBGZ,1,United States,California,Forest Knolls,94933,"38.010092, -122.689442",38.010092,-122.689442,Male,Yes,No,No,12,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.65,526.95,Yes,1,74,2437,Competitor had better devices,0.5330026324815761,1,Medium,3,Mid-Tenure Moderate-Risk,-2.4444843380623245,-2.325760843406472,Standard
5630-IXDXV,1,United States,California,Reedley,93654,"36.636638, -119.421842",36.636638,-119.421842,Female,No,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.35,4849.1,No,0,74,3723,Attitude of support person,0.5325713223757892,1,Medium,0,Established High-Value,-2.8684093636133605,0.8629191839047987,Standard
5649-ANRML,1,United States,California,Clipper Mills,95930,"39.562239, -121.14836",39.562239,-121.14836,Male,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,Yes,1,90,4486,Don't know,0.532561970794199,1,Medium,2,New High-Risk,-2.0833359919599737,-0.5444748861493989,Standard
5647-FXOTP,1,United States,California,Santa Ysabel,92070,"33.174725, -116.743329",33.174725,-116.743329,Female,Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6401.25,No,0,40,5084,Attitude of support person,0.5323531224286766,1,Medium,0,Established High-Value,-3.399748055634842,2.1449008495667266,Standard
1436-ZMJAN,1,United States,California,Gerber,96035,"40.03194, -122.176023",40.03194,-122.176023,Female,No,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.8,653.15,No,0,79,2709,Attitude of support person,0.531961938279833,1,Medium,2,New High-Risk,-1.5053147613221136,-0.5872513324560361,Standard
3096-JRDSO,1,United States,California,Lone Pine,93545,"36.590415, -118.073839",36.590415,-118.073839,Female,Yes,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.3,2867.75,Yes,1,75,3444,Attitude of support person,0.5312405897226227,1,Medium,0,Established High-Value,-2.707796586452833,1.3443417560866875,Standard
2800-QQUSO,1,United States,California,Riverside,92505,"33.920907, -117.489426",33.920907,-117.489426,Male,No,No,No,42,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.3,4222.95,No,0,33,3286,Attitude of support person,0.5312130932630715,1,Medium,2,New High-Risk,-2.694713209946753,-0.1709306716177162,Standard
6217-TOWGS,1,United States,California,San Jose,95113,"37.333851, -121.891147",37.333851,-121.891147,Female,No,Yes,No,17,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),75.4,1322.55,No,0,64,4852,Attitude of support person,0.5310740636938811,1,Medium,2,New High-Risk,-2.038409298191042,0.3710055127958538,Standard
5035-BVCXS,1,United States,California,Loyalton,96118,"39.637471, -120.226338",39.637471,-120.226338,Male,No,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.9,866.4,No,0,70,4278,Attitude of support person,0.5310486645787387,1,Medium,2,New High-Risk,-1.3486018967378974,-3.108922710256809,Standard
5759-RCVCB,1,United States,California,Orange,92869,"33.792791, -117.789749",33.792791,-117.789749,Female,No,No,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),35.2,108.95,Yes,1,100,5450,Attitude of service provider,0.5304861388549698,1,Medium,3,Mid-Tenure Moderate-Risk,-1.3509879151155126,-3.1140306151698214,Standard
5419-KLXBN,1,United States,California,Palomar Mountain,92060,"33.309852, -116.823091",33.309852,-116.823091,Female,No,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.15,2257.75,Yes,1,97,5853,Competitor offered higher download speeds,0.5303728627230964,1,Medium,2,New High-Risk,-1.877145404506259,0.378321886334666,Standard
7587-RZNME,1,United States,California,Valencia,91355,"34.43987, -118.644609",34.43987,-118.644609,Male,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.3,123.65,Yes,1,91,4849,Lack of affordable download/upload speed,0.5302782733229655,1,Medium,2,New High-Risk,-1.4001249803589648,-4.240410233437935,Standard
4929-BSTRX,1,United States,California,Oxnard,93030,"34.223244, -119.18012",34.223244,-119.18012,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.55,53.55,Yes,1,79,2326,Lack of affordable download/upload speed,0.5295939939321844,1,Medium,2,New High-Risk,-1.0259985428089031,-3.756043442397049,Standard
5626-MGTUK,1,United States,California,Chatsworth,91311,"34.294142, -118.603883",34.294142,-118.603883,Female,No,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.1,1879.25,No,0,70,3027,Attitude of support person,0.5292550812531124,1,Medium,2,New High-Risk,-2.1520412291363966,-1.2356337945838518,Standard
7508-SMHXL,1,United States,California,San Francisco,94109,"37.794487, -122.42227",37.794487,-122.42227,Female,Yes,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),89.0,1288.3,No,0,77,4452,Attitude of support person,0.5289963550907512,1,Medium,2,New High-Risk,-2.1617904409717066,-1.2249682237761772,Standard
2657-ALMWY,1,United States,California,Simi Valley,93065,"34.269449, -118.768471",34.269449,-118.768471,Female,Yes,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,84.95,2169.75,Yes,1,75,4316,Price too high,0.5286657418147632,1,Medium,2,New High-Risk,-2.0012737688811053,-1.2318647861176937,Standard
6519-CFDBX,1,United States,California,Torrance,90505,"33.807882, -118.347957",33.807882,-118.347957,Female,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.4,80.95,No,0,45,4964,Attitude of support person,0.5286578481605513,1,Medium,2,New High-Risk,-1.4145797457649327,-4.235898802092949,Standard
1173-NOEYG,1,United States,California,Santa Margarita,93453,"35.303926, -120.256567",35.303926,-120.256567,Female,No,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.15,2423.4,No,0,67,5750,Attitude of support person,0.5283037995247938,1,Medium,2,New High-Risk,-1.8331873466895936,0.3279352400928888,Standard
3439-GVUSX,1,United States,California,Lookout,96054,"41.280478, -121.160249",41.280478,-121.160249,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.4,24.4,No,0,80,4570,Attitude of support person,0.5279523612626872,1,Medium,3,Mid-Tenure Moderate-Risk,-0.9123502751983492,-4.494173651631203,Standard
5028-GZLDO,1,United States,California,Moraga,94556,"37.827946, -122.107185",37.827946,-122.107185,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.7,140.7,Yes,1,96,5317,Service dissatisfaction,0.5278997712805483,1,Medium,2,New High-Risk,-1.0604496261555056,-3.4654339795925373,Standard
5889-JTMUL,1,United States,California,Castaic,91384,"34.506627, -118.699048",34.506627,-118.699048,Female,Yes,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.05,4888.7,Yes,1,92,5863,Price too high,0.5276558126482854,1,Medium,0,Established High-Value,-3.156521763664738,1.098133516978669,Standard
9907-SWKKF,1,United States,California,Twain,95984,"40.022184, -121.062384",40.022184,-121.062384,Female,Yes,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,Yes,1,65,4842,Competitor offered higher download speeds,0.5272460348055414,1,Medium,3,Mid-Tenure Moderate-Risk,-1.3496541123356245,-4.570901275933374,Standard
6608-QQLVK,1,United States,California,Bangor,95914,"39.396585, -121.38029",39.396585,-121.38029,Male,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.5,50.5,Yes,1,83,2077,Competitor made better offer,0.5270661210273233,1,Medium,2,New High-Risk,-1.4134103733013237,-3.763461670624486,Standard
2823-LKABH,1,United States,California,Rancho Mirage,92270,"33.763678, -116.429928",33.763678,-116.429928,Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.05,1679.4,No,0,60,4524,Attitude of support person,0.5269006457757136,1,Medium,2,New High-Risk,-2.192134672501437,-0.1388390975373823,Standard
6377-WHAOX,1,United States,California,Gualala,95445,"38.848082, -123.50608",38.848082,-123.50608,Female,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,6411.25,No,0,32,4115,Attitude of support person,0.5266103206436077,1,Medium,0,Established High-Value,-2.965664303560726,2.137911516614093,Standard
6235-VDHOM,1,United States,California,Riverside,92509,"34.004379, -117.447864",34.004379,-117.447864,Female,Yes,No,No,5,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,28.45,131.05,Yes,1,89,4099,Limited range of services,0.5259210953562343,1,Medium,3,Mid-Tenure Moderate-Risk,-1.8571668982831504,-3.9183257655829458,Standard
8490-BXHEO,1,United States,California,Lucerne Valley,92356,"34.508417, -116.856103",34.508417,-116.856103,Male,Yes,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.55,1411.65,No,0,27,5137,Attitude of support person,0.5259008546700749,1,Medium,2,New High-Risk,-2.545506839119005,-1.8997207894240395,Standard
6034-YMTOB,1,United States,California,Arcadia,91007,"34.128284, -118.047732",34.128284,-118.047732,Female,No,No,No,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,No,0,40,2296,Attitude of support person,0.5257533490045625,1,Medium,2,New High-Risk,-1.1987074927282817,-3.468188291272127,Standard
1976-CFOCS,1,United States,California,Dana Point,92629,"33.477923, -117.705314",33.477923,-117.705314,Female,Yes,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.0,46.0,Yes,1,67,4531,Competitor had better devices,0.5253720524174986,1,Medium,2,New High-Risk,-1.3394746876078354,-3.554045276377938,Standard
4553-DVPZG,1,United States,California,Daly City,94015,"37.680844, -122.48131",37.680844,-122.48131,Female,No,Yes,No,62,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,6164.7,No,0,77,5049,Attitude of support person,0.525192932699357,1,Medium,0,Established High-Value,-2.945605927659081,1.5074139125387,Standard
9026-LHEVG,1,United States,California,Boulevard,91905,"32.677097, -116.304991",32.677097,-116.304991,Female,No,No,No,9,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,40.75,359.4,No,0,24,2973,Attitude of support person,0.5246510354874581,1,Medium,3,Mid-Tenure Moderate-Risk,-1.603586592399378,-3.059711154161017,Standard
8640-SDGKB,1,United States,California,Los Angeles,90066,"34.002028, -118.430656",34.002028,-118.430656,Male,No,No,No,4,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.4,299.7,Yes,1,69,3633,Attitude of support person,0.5246503494682869,1,Medium,2,New High-Risk,-1.6389754325202053,-1.128584464935332,Standard
9895-VFOXH,1,United States,California,Scotia,95565,"40.440636, -124.098739",40.440636,-124.098739,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.4,24.4,No,0,61,5092,Attitude of support person,0.5246293078532379,1,Medium,3,Mid-Tenure Moderate-Risk,-0.9158010753692708,-4.427293108602679,Standard
2675-OTVVJ,1,United States,California,Novato,94945,"38.135897, -122.563683",38.135897,-122.563683,Male,Yes,Yes,No,31,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.45,2807.65,No,0,68,5597,Attitude of support person,0.5243429568603486,1,Medium,2,New High-Risk,-2.379581594280168,-0.3596828730575744,Standard
8785-CJSHH,1,United States,California,West Sacramento,95691,"38.627951, -121.593287",38.627951,-121.593287,Female,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,5985.75,No,0,38,6213,Attitude of support person,0.5241588502616565,1,Medium,0,Established High-Value,-2.925552851571484,1.4800996307897922,Standard
5650-YLIBA,1,United States,California,Lakeport,95453,"39.080469, -122.955176",39.080469,-122.955176,Male,No,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.15,2640.55,No,0,25,3031,Attitude of support person,0.5241558552615697,1,Medium,2,New High-Risk,-2.4113292944067,-2.1961750184359463,Standard
6158-HDPXZ,1,United States,California,San Diego,92128,"33.000269, -117.072093",33.000269,-117.072093,Male,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.35,25.35,No,0,51,4193,Attitude of support person,0.5240770479110322,1,Medium,3,Mid-Tenure Moderate-Risk,-0.9175525789584914,-4.53804824505562,Standard
3352-ALMCK,1,United States,California,Navarro,95463,"39.182916, -123.552571",39.182916,-123.552571,Male,No,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.65,4108.15,No,0,52,3655,Attitude of support person,0.5235913582997136,1,Medium,0,Established High-Value,-2.291242510958478,0.694239773853243,Standard
3055-MJDSB,1,United States,California,Planada,95365,"37.329725, -120.306399",37.329725,-120.306399,Male,No,No,No,9,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.6,190.1,No,0,49,2323,Attitude of support person,0.5235344420405096,1,Medium,3,Mid-Tenure Moderate-Risk,-1.418626252644695,-4.690561035698068,Standard
3334-CTHOL,1,United States,California,Jackson,95642,"38.336216, -120.76901",38.336216,-120.76901,Female,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.95,49.95,Yes,1,71,2041,Competitor had better devices,0.5229463006127659,1,Medium,2,New High-Risk,-1.6215887996675886,-3.536395830372588,Standard
1589-AGTLK,1,United States,California,Lompoc,93437,"34.757477, -120.550507",34.757477,-120.550507,Male,No,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.35,141.5,Yes,1,67,2450,Competitor offered more data,0.5227929813097929,1,Medium,2,New High-Risk,-1.401742013258547,-4.535970727666973,Standard
7852-LECYP,1,United States,California,Los Angeles,90019,"34.049841, -118.33846",34.049841,-118.33846,Male,Yes,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),93.8,1261.0,No,0,43,5870,Attitude of support person,0.5225961050677516,1,Medium,2,New High-Risk,-2.068541528459072,0.4508976587197033,Standard
6583-QGCSI,1,United States,California,Indian Wells,92210,"33.537646, -116.291089",33.537646,-116.291089,Female,Yes,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.05,4367.35,Yes,1,87,5813,Competitor made better offer,0.5225752922496133,1,Medium,2,New High-Risk,-3.09169082825413,0.1485077345473907,Standard
2474-BRUCM,1,United States,California,Redding,96002,"40.527834, -122.318749",40.527834,-122.318749,Male,Yes,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.85,4086.3,Yes,1,84,2837,Don't know,0.5224148169155646,1,Medium,2,New High-Risk,-2.6084281307246915,0.3933002765261887,Standard
0963-ZBDRN,1,United States,California,Claremont,91711,"34.127621, -117.717863",34.127621,-117.717863,Male,No,No,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.2,3183.4,Yes,1,93,3606,Attitude of support person,0.5223505200477657,1,Medium,2,New High-Risk,-2.184236105846885,-1.0140405817737328,Standard
2974-GGUXS,1,United States,California,Granite Bay,95746,"38.749466, -121.184196",38.749466,-121.184196,Female,Yes,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),91.95,3301.05,No,0,48,3273,Attitude of support person,0.5222160334002091,1,Medium,2,New High-Risk,-2.809247175893779,-0.0057981536946852,Standard
9643-YBLUR,1,United States,California,West Covina,91791,"34.061634, -117.893169",34.061634,-117.893169,Male,No,Yes,No,9,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),69.05,653.95,No,0,60,2907,Attitude of support person,0.5215063782664356,1,Medium,2,New High-Risk,-1.8395752571207404,-0.008838240681499,Standard
8260-NGFNY,1,United States,California,Phelan,92371,"34.441123, -117.537886",34.441123,-117.537886,Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.2,25.2,Yes,1,82,3196,Don't know,0.5213639451005588,1,Medium,3,Mid-Tenure Moderate-Risk,-0.909746754163224,-4.666486680975358,Standard
3806-DXQOM,1,United States,California,Baker,92309,"35.28952, -116.092214",35.28952,-116.092214,Female,No,No,No,4,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,33.65,137.85,Yes,1,95,2563,Attitude of service provider,0.5212807994840151,1,Medium,3,Mid-Tenure Moderate-Risk,-1.8212550013222264,-3.358730795556073,Standard
7077-XJMET,1,United States,California,Alta,95701,"39.218096, -120.79153",39.218096,-120.79153,Male,No,Yes,No,12,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,74.15,741.4,No,0,52,5426,Attitude of support person,0.520509851108124,1,Medium,2,New High-Risk,-1.6790342625355676,0.097802772529787,Standard
2722-JMONI,1,United States,California,Escondido,92029,"33.079834, -117.134275",33.079834,-117.134275,Female,Yes,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,49.55,Yes,1,76,4989,Limited range of services,0.5198878995452529,1,Medium,2,New High-Risk,-1.7343746301502807,-2.8478746349848136,Standard
0221-WMXNQ,1,United States,California,Chino,91710,"33.990646, -117.663025",33.990646,-117.663025,Male,Yes,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.35,273.4,No,0,40,4033,Attitude of support person,0.5191841850531255,1,Medium,2,New High-Risk,-1.6144778115446867,-3.5006935349590758,Standard
2694-CIUMO,1,United States,California,Los Angeles,90033,"34.050198, -118.210946",34.050198,-118.210946,Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.55,958.25,No,0,62,3445,Attitude of support person,0.5191826407926965,1,Medium,2,New High-Risk,-1.962003221011802,-2.1086803218688166,Standard
4074-SJFFA,1,United States,California,San Francisco,94122,"37.760412, -122.484966",37.760412,-122.484966,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.75,54.75,Yes,1,83,2614,Network reliability,0.5187145983937971,1,Medium,2,New High-Risk,-1.0409967742316473,-3.7086906613827897,Standard
4503-BDXBD,1,United States,California,Anaheim,92808,"33.850452, -117.726668",33.850452,-117.726668,Male,No,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.95,815.5,Yes,1,76,4251,Attitude of support person,0.5186907253449416,1,Medium,2,New High-Risk,-1.3344918754637851,-3.139688741275086,Standard
